/home/nxingyu/data/utt/sw00utt/sw_0001_4325.utt,"Okay. So, guess, What kind of experience do you, do you have, then with child care? think, uh, wonder if that worked. Does it say something? think it usually does. You might try, uh, don't know, hold it down a little longer, and see if it, uh, Okay . Well, Okay I, Does it usually make a recording or s-, Well, don't remember. It seemed like it did, but it might not. guess … Okay. … guess we can start. Uh, Okay. No, don't, don't have any kids. I, uh, my sister has a, she just had a baby, he's about five months old and she was worrying about going back to work and what she was going to do with him and … Uh-huh. … the different, do you have kids? have three. Oh, really? Uh-huh. Yeah, do . Yes, uh, don't work, though, but used to work and, when had two children. Uh-huh. work off and on just temporarily and usually find friends to babysit, but don't envy anybody who's in that situation to find day care. Yeah. But, does your sister live in a big community? Uh, yeah she lives, it's a, it's a fairly large community. She, uh, got real lucky, though. He had a boss who, uh, moved into a larger office … Uh-huh. … and she's able to take her baby to work with her. Oh, really? And it's a small office that she works in … Uh-huh. … and, uh, it's a, it's a legal firm, office, and it's just one lawyer … Um. … and so she's the only one really that takes care of the office. There's no one else that works there. Uh-huh. And so they have an extra room and everything for the baby, so it works out pretty good for her. Wow. How lucky . I, know a lot of people around here sometimes have, like, mothers or grandmothers … Yeah. … that take care of their kids and, but, the community I'm in is not a real large one, so there are a lot of people who babysit in their homes that, you know, you either know them or know somebody who knows them , to get to, Yeah, so it's fairly safe. Yeah, to get references and that, so, but, uh, I, d-, don't feel comfortable about leaving my kids in a big day care center, but, simply because there's so many kids and so many , Worried that they're not going to get enough attention? Yeah, and, uh, you know, colds and things like that get … Yeah. … spread real easy and things, but, and they're expensive and, course, there's a lot of different types of day care available, too, you know, where they teach them academic things. Yes. Or they just watch them and let them play and things like that, but, take a long time to find the right place . Yeah, and you, and you don't always even know if it's, it's going to be the right place or not."
/home/nxingyu/data/utt/sw00utt/sw_0001_4325.utt,"Uh-huh. Anything, guess, could happen. Uh-huh. Because after, guess after he, you know, gets to a certain age she's going to have to take him to a day care. Uh-huh, when he starts toddling around and stuff. Yeah. Yeah. When, when he's not, when she can't keep control of him and he starts crawling that's, Uh-huh. It would be hard, think it would be kind of stressful. It would be nice to have him around … Uh-huh. … but, uh, seems like, you know, goll-, what if he cried at the wrong time or the phone rang or,. you know, at the wrong time . Yeah. But, think she has problems with that, too. Uh-huh. Well, when you have kids, will you work? Do you … don't know … work now? … that's something I've considered. Uh, Uh-huh. always kind of think it would be neat to be able to watch them and be there for them all the time. Uh-huh. Is that what you do? Uh, yeah. Actually, teach my kids at home, so I'm here all the time. Oh, so they don't go to school. Is it like, uh, oh, what's that called, it's, uh, correspondence school, they do it … Uh-huh. … at home. Yeah, yeah. That's interesting. So, Do you have to have any special training? Not, it depends on the state you live actually. Some laws absolutely prohibit it. Some states, uh, say that you have to be a certified teacher in order to do that. Our state doesn't yet, say that and I'm not a certified teacher. went to college, but I, you know, but my kids are only elementary grades, levels right now and so, So they haven't been to public schools at all. One of them was for a couple of years and so, you know, my oldest, he was, and then my youngest two have never been. Um."
/home/nxingyu/data/utt/sw00utt/sw_0002_4330.utt,"Well, uh, does the company you work for test for drugs? Actually, uh, they just recently started a policy of testing drugs, which was kind of interesting, because w-, when went to work for them, uh, they didn't do that, but, uh, since then they've, they've started a drug testing policy, not because of their own, uh, convictions, but because the clients of our company are requests that we do that. Huh. How about you? Uh, no, we're not being tested for drugs at all, uh, our policies and procedures manual, uh, the furthest it goes about drugs is in the, kind of the miscellaneous section, or … Uh-huh. … it's reasons for immediate dismissal, it says, use of narcotics on company premises. Um. So that's pretty general, but, uh, work for an environmental management firm … Okay. … and I'm an engineer there, but do go on a lot of hazardous waste sites, but don't operate any machinery. Yeah. Now, people for our company that do operate machinery like drill rigs and things like that … Uh-huh. … are under a, a medical monitoring program, because they're at a higher risk of exposure and blood screening is part of that and I, think that drugs, they do test for drugs in that capacity, but it's not their exclusive, it's just part, it's just something that turns up in the other parameters that they test for. Yeah. But think it's got a little more relevance since they are around dangerous equipment and things like that and do have to exercise some quick judgment in the field. What is the nature of your company's business? Well, it's actually, uh, we do oil well services. So, a lot of our clients are oil companies, big oil companies, and they go out to, we have engineers who, uh, go out to the oil well, to the, to the client's oil well, and, and work with a lot of heavy equipment and put tools down the oil well and stuff, so the clients are very concerned that, you know, the engineers who go out there are adhering to their drug policy, because they're on their, their, you know, territory and everything, but … Um. … the thing that's interesting is that w-, I'm an engineer and, a software engineer and work in the software, uh, house, and everybody there, you know, are all software engineers. They've never, you know, they never go out to the, the oil rigs or anything, and yet, we're getting, we're subjected to this policy, you know, the same one that, uh, th-, all the engineers have to, to, well, a little different, actually, but, uh, you know, we have to go through the same thing, and it's, but it's, uh, it's a little different, guess than , than a lot of drug policies."
/home/nxingyu/data/utt/sw00utt/sw_0002_4330.utt,"In our case, it's like, when you hire on, they'll test you, and then if you get injured on the job, if you like trip and fall or something, uh, they give you a drug test right away. Oh, really? Other than that they don't have random testing or anything like that, but, a lot of people were really upset with the policy at first. Particularly, like , uh, we have a lot of parties and stuff where they serve alcohol, and tha-, they didn't find any problem with that, you know, but, Right. Uh, We, that's been an, a, an issue, uh, in our company even though we don't have the random or even regular drug screening. In fact , they'll have these little parties, and people will just get, I mean, I've, my brother lives where work, and have many a time called him to come get me, you know. And, uh, uh, but, y-, you know, they don't think twice about serving beer by the keg. Yeah . You know, but, uh, think drug testing, and I, don't know, guess k-, think it's got some relevance, but think its relevance is pretty limited. I mean, think, you know, in your case, don't think that you should necessarily be subjected to drug testing. Yeah. think that's an interesting policy your company has about testing immediately after an on the job accident. Yeah, it's really, it's really bizarre. Uh, particularly, like where we are, you know. I, I, there was a story of a woman last year who, who actually did slip on the ice and, and like sprained her ankle and she, she was a personnel secretary and she had to get tested and, don't know I'm ambivalent about the whole thing. I, you know, have a lot of mixed feelings about on the one hand, it's like if, you know, they're, they should be able to make it as a continue of employment in some sense and, you know, it's like you're, I mean, employments are contractual by nature anyway … Uh-huh. … but, uh, had an experience when was interviewing for a job that, where had to, uh, uh, do a drug test and, and it's, it was kind of a long story, but it was, it was just an incredibly humiliating experience what went through, and it amounted to, uh, going in, uh, before any of these interviews, I'm not even working for this company, I'm going in for, like, interviews and they flew me out to Chicago and, and, uh, before went into any of the interviews, uh, they took me to the doctor to give me a physical. They said it was going to be a physical, you know, and, uh, actually bec-, beforehand they told me they were going to, uh, do drug screening, but had forgotten about that, and so, basically, I'd already peed off in that morning and, and when got in there, didn't, wasn't, like, able to give a full sample, and so …"
/home/nxingyu/data/utt/sw00utt/sw_0002_4330.utt,"Oh. … they made me sit and wait for forty-five minutes, drink a whole ton of water … Right. … before went to any of the interviews and go in there again, and the, and the, the procedure is utterly humiliating. You go in there with the doctor, he makes you take off all your clothes and then he examines you."
/home/nxingyu/data/utt/sw00utt/sw_0003_4103.utt,"Uh, the question was kind of interesting to me because was just trying to put together a, uh, long term financial plan and monthly budget. The only thing do now is, uh, put the data into Quicken. don't know if you are familiar with that. Yeah, have some friends of mine who use Quicken and, uh, I've considered using it once myself, but decided that the amount of information that would have to go in would be a lot of time keeping that up to date. Uh-huh. So I, kind of gave up on the idea of using Quicken, at least for now. Um. I've found it's the only reliable way to keep a check book balanced actually because what will happen is my wife will write a few checks and then, well, uh, uh, not bother to total it … Uh-huh. … and then it comes in to doing all the arithmetic. So it really helps with that. Yeah, well, it's similar problems but, uh, we just have the one check book and we try to keep it up to date as much as possible and occasionally we will get behind like you say but, uh, it doesn't really seem to be too, too tight if we just remember to keep everything up, up to date and balanced. Uh-huh. Well, how to you handle that, the long range or medium range planning on finances? Well, actually we haven't had to. Uh, until just recently. guess we've got a, a daughter who is eighteen months and another one on the way so … Uh-huh. … we needed to start doing more of that just for, uh, you know, saving for college and things like that. We tried a way, try to put away two and four thousand a year just for that. Yeah. Well that's pretty good if you can do that. know. have a daughter who's ten and we haven't really put much away for her college up to this point but, uh, we're to the point now where our financial income is enough that we can consider putting some away … Uh-huh. … for college, so we are going to be starting a regular payroll deduction … Um. … in the fall and then the money that will be making this summer we'll be putting away for the college fund. Um. Sounds good. Yeah, guess we're, we're just at the point, uh, my wife worked until we had a family and then, you know, now we're just going on the one income so it's … Uh-huh. … a lot more interesting trying to, uh, find some extra payroll deductions is probably the only way we will be able to, uh, do it. You know, kind of enforce the savings. Uh-huh. But, uh, it will be interesting to see . Well our situation is just a little bit, kind of the opposite of that cause my wife was not working for some time and was going to school and just recently, uh, took on a full time job, well almost full time."
/home/nxingyu/data/utt/sw00utt/sw_0003_4103.utt,"Um. So, it's only recently that we've had the money where we could start putting away large sums of it for, uh, long range goals like college and sickness and … Um. … travel and that kind of thing. That sounds good. But, uh, uh, was just curious, what, uh, part of the country. Oh, Stockton. Oh, okay. How about you? Uh, Cincinnati, actually. was kind of wondering if they would be collecting people with, uh, the western accents or something like that. don't know how many people are, uh, getting involved in this but … Uh-huh. … uh, well that's interesting. I'm, uh, uh, actually, uh, was kind of interested if you found out about the study by, uh, reading TELECOM DIGEST or was there another? Uh, a colleague of mine at, uh, work got some information over, uh, the computer network called INTERNET. Oh, okay. Yeah, that is how got it as well but, uh, And he just forwarded that on to me and, uh, it sounded like it would be an interesting project … Uh-huh. … to participate in so … Yeah, it will be interesting to see what, … sent back mail. It would be interesting to see how the data base, so, well, guess we're talking about the experiment. Uh-huh. Uh, probably need to try to get back on the topic but, uh, it's hard to talk about finances without without getting to, uh, dollar figures guess … Uh-huh. … you know, we could talk about some of the long range goals and, Well what other long range goals do you have besides college? Uh, well think, either my wife or would like to pursue advanced degrees at some point … Uh-huh. … uh, guess we will have to factor that in if we are not working for employers that happen to fund that. It seems like every year my employer just gives back, you know, a little bit your tuition reimbursement. Uh-huh."
/home/nxingyu/data/utt/sw00utt/sw_0004_4327.utt,"Right, uh, actually lived over in Europe for a couple of years, lived in Germany and in Germany they don't have the jury system. What they do is they have, uh, three judges, basically. And you get up there and the prosecuting attorney presents his evidence and your defense attorney presents their evidence and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not. Ou-, ou-, our judicial system is in such total chaos. think what they need to do is, they need to somehow take the money out of it. I mean, when you have a man that's signed a, a, a statement saying he's guilty, we have a, a family called All day family. They were all murdered. Uh-huh. All the people signed confessions, they went to a trial by jury. They been trying these people now for twenty-two years, ever since was a child. Wow. And what they've done is they've bought Mercedes after Mercedes after Mercedes is what they've done, has nothing to do with justice whatsoever. Well, you know, it's, it's one of those things, I mean, uh, uh, would have to look at it. I-, if they did it with the, uh, just the judges, the police have to do a lot better job of making sure that their evidence is airtight because the judges sitting in that kind of stuff day after day, they know all the procedures, they know what's good and what isn't, they'd be able to say, I'm sorry, you can't use this as, uh, evidence, you know, because it was either illegally obtained or whatever and, you know, you wouldn't have this, uh, uh, theatrics where the lawyer jumps up and presents it to the, to the jury and then the judge says, oh, no, d-, disregard that. Come on, any jury's not going to disregard the evidence, you know . Uh, that's true. I, I, think our judicial system is attorney welfare myself. That may very well be. I, hold it in the utmost contempt. Uh, The, uh, d-, my favorite is the police department, they're not aimed at the criminal. The judicial system is aimed at the citizens because you and I, we have work schedules, we can be called at work, we have Social Security numbers, they can trace us down, we have telephones, then we have checkbooks. Criminals have none of these things. They're real difficult to catch, and if they do catch them, they don't get any monetary gain out of it, whereas us, we write a check. Yeah. So where do you think they target their efforts? That's true. You d-, They target their efforts toward the citizens … Well, … not the criminals. How would you go about changing it?"
/home/nxingyu/data/utt/sw00utt/sw_0004_4327.utt,"You know, that's a, I've nailed the problem down but I,. Leave the details up to somebody else, huh. Yeah, I'm going to have to leave those details like, what would you do about, think, to begin with, you would h-, you would have, like, here in Atlanta area, our crime rate is just astronomical, yet, you go out on the streets and they're giving speeding tickets. Yeah. think somehow you have to separate the revenues from, Well, you know, uh, talking about the lawyers, you know what might very well do, uh, cause a, uh, a drop in the number of lawyers and things like that, is to set the fees for cases. It's kind of like do it, do it in the similar vein similar, like, uh, C or television repair. If you take your V in, a lot of these V repair places will say, well, I'll repair your V for a hundred dollars, and if he gets in there and starts rooting around and finds something in there that's really tremendously wrong with it, then he eats it. He, he repairs it, gives it back to you, and takes your hundred dollars. Now, if he comes in and says, you know, I'll repair your, your C R, or somebody else's C R, for a hundred dollars, gets in there, maybe it's a blown fuse, takes him two minutes, he fixes it, he still charges you that hundred dollars. So, maybe if we did that with the lawyers, so that, you know, whether it's a murder case or a, you know, a civil, uh, somebody suing somebody else, you get dollars for that case and that's it. Now, None of this, firmly believe in that because when you get the most heinous of crimes, have you ever noticed you always get the most renowned defense attorney? Oh, yeah. And here's this bum that didn't have a job … Yeah. … and he's got a attorney that you and could never afford. That's true. Who's … Yeah. … paying for that? Um, y-, well, you, you know, you're talking to part of them that's paying for that . Yeah, and you're talking to the other half that's paying for it . That's right. You know that's, it, it's, it's amazing and, and when you stop and look at it, I mean, the judges, th-, they're all former lawyers. Yeah, well, that's another problem. think to really correct the judicial system, you have to get the lawyers out of it ."
/home/nxingyu/data/utt/sw00utt/sw_0005_4646.utt,"Do you know anyone that, uh, is, is in a nursing home or has ever been in one? No. But I, my grandparents were looking into it before so know what they've said. Uh-huh. Uh-huh. Well, I'm trying to think. My, uh, uh, wife's grandmother had Alzheimer's and they were going to put her into a, a nursing home and, uh, they, when they put her in, she had all kinds of trouble and the nursing home made them come and take her back because she was being a, a, you know, a, a nuisance. Or worse than a nuisance, I mean … Oh they thought it was too much of a bother. … she sort of went, you know, bananas and they couldn't, couldn't deal with her . So, guess you need to, uh, know whether it's a, you know, a no deposit, no return kind of thing whether , Right. If they're equipped too, to handle the kind of patients you're going to have … Yeah. … you know, put in there too. Because know my grandparents wanted to have some independence still. Right. They wanted some place they can go and have their meals and a nurse on staff just in case they needed her but they wanted to be independent as well. Right. Have their own room. My grandmother actually was in a, a nursing home that, uh, there was a retirement hotel and then a, uh, there was some sort of full-time care place that was also associated with it so for, uh, the first few years she had her own apartment and, you know, made her own meals sometimes. But could, could also go and eat someplace else. Uh-huh. And then, uh, as she became less able to take care of herself, then she moved into this other part that was able to, uh, provide full-time care and, uh, she didn't have to do anything anymore. But my experience has been that most people that move into nursing homes die very quickly. And that's som-, don't know whether that's because they, you know, sort of give up hope once they get in there or what the, the reason is. But think the average length of time that somebody lives in a nursing home is only like six months or something. Well a lot of it's probably to do with the fact that people go to it because they need help. Yeah. They need health care so they're already ill before they go. Right. That's probably a large factor. Yeah. If, if you can take care of yourself at all or have someone that can take care of you, then you stay where you are. Then you only go there as a last resort. Uh-huh. Or people send you there as a last resort. Right, right. That's what my grandparents, it was just so that the rest of the relatives would have peace of mind knowing that if anything happened, there was somebody there for them."
